2024-03-22 15:30:47,205 INFO    StreamThr :22363 [internal.py:wandb_internal():89] W&B internal server running at pid: 22363, started at: 2024-03-22 15:30:47.205387
2024-03-22 15:30:47,206 DEBUG   HandlerThread:22363 [handler.py:handle_request():146] handle_request: status
2024-03-22 15:30:47,207 INFO    WriterThread:22363 [datastore.py:open_for_write():87] open: /home/gskim/3D/manhattan_sdf_renew/wandb/run-20240322_153047-ho8kw2sx/run-ho8kw2sx.wandb
2024-03-22 15:30:47,208 DEBUG   SenderThread:22363 [sender.py:send():378] send: header
2024-03-22 15:30:47,217 DEBUG   SenderThread:22363 [sender.py:send():378] send: run
2024-03-22 15:30:47,727 INFO    SenderThread:22363 [dir_watcher.py:__init__():211] watching files in: /home/gskim/3D/manhattan_sdf_renew/wandb/run-20240322_153047-ho8kw2sx/files
2024-03-22 15:30:47,727 INFO    SenderThread:22363 [sender.py:_start_run_threads():1102] run started: ho8kw2sx with start time 1711089047.205257
2024-03-22 15:30:47,734 DEBUG   HandlerThread:22363 [handler.py:handle_request():146] handle_request: check_version
2024-03-22 15:30:47,734 DEBUG   SenderThread:22363 [sender.py:send_request():405] send_request: check_version
2024-03-22 15:30:47,782 DEBUG   HandlerThread:22363 [handler.py:handle_request():146] handle_request: run_start
2024-03-22 15:30:47,785 DEBUG   HandlerThread:22363 [system_info.py:__init__():26] System info init
2024-03-22 15:30:47,785 DEBUG   HandlerThread:22363 [system_info.py:__init__():41] System info init done
2024-03-22 15:30:47,785 INFO    HandlerThread:22363 [system_monitor.py:start():194] Starting system monitor
2024-03-22 15:30:47,785 INFO    SystemMonitor:22363 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-22 15:30:47,785 INFO    HandlerThread:22363 [system_monitor.py:probe():214] Collecting system info
2024-03-22 15:30:47,785 INFO    SystemMonitor:22363 [interfaces.py:start():190] Started cpu monitoring
2024-03-22 15:30:47,786 INFO    SystemMonitor:22363 [interfaces.py:start():190] Started disk monitoring
2024-03-22 15:30:47,787 INFO    SystemMonitor:22363 [interfaces.py:start():190] Started gpu monitoring
2024-03-22 15:30:47,788 INFO    SystemMonitor:22363 [interfaces.py:start():190] Started memory monitoring
2024-03-22 15:30:47,788 INFO    SystemMonitor:22363 [interfaces.py:start():190] Started network monitoring
2024-03-22 15:30:47,812 DEBUG   HandlerThread:22363 [system_info.py:probe():150] Probing system
2024-03-22 15:30:47,812 DEBUG   HandlerThread:22363 [system_info.py:_probe_git():135] Probing git
2024-03-22 15:30:47,819 DEBUG   HandlerThread:22363 [system_info.py:_probe_git():143] Probing git done
2024-03-22 15:30:47,819 DEBUG   HandlerThread:22363 [system_info.py:probe():198] Probing system done
